section_type,section_number,class_number,open_seats,total_seats,reserved,percent,timestamp
Discussion,13D,5101,10,25,No,60,"2021-07-20 20:18:46.946306"
Laboratory,111,5121,6,14,No,57.1428571428571,"2021-07-20 20:18:46.946311"
Laboratory,112,10255,12,14,No,14.2857142857143,"2021-07-20 20:18:46.946315"
Laboratory,311,5122,7,14,No,50,"2021-07-20 20:18:46.946320"
Laboratory,312,10256,10,14,No,28.5714285714286,"2021-07-20 20:18:46.946325"
Laboratory,411,5123,11,14,No,21.4285714285714,"2021-07-20 20:18:46.946342"
Laboratory,412,10257,14,14,No,0,"2021-07-20 20:18:46.946349"
Laboratory,611,5124,4,14,No,71.4285714285714,"2021-07-20 20:18:46.946354"
Laboratory,612,10258,8,14,No,42.8571428571429,"2021-07-20 20:18:46.946360"
Laboratory,711,5125,4,14,No,71.4285714285714,"2021-07-20 20:18:46.946367"
Laboratory,712,10259,12,14,No,14.2857142857143,"2021-07-20 20:18:46.946375"
Lecture,001,5013,64,175,No,63.4285714285714,"2021-07-20 20:18:46.946384"
Lecture,002,5014,101,150,No,32.6666666666667,"2021-07-20 20:18:46.946393"
Discussion,11D,5015,13,20,No,35,"2021-07-20 20:18:46.946403"
Discussion,12D,5016,0,20,No,100,"2021-07-20 20:18:46.946409"
Discussion,13D,5017,0,20,No,100,"2021-07-20 20:18:46.946415"
Discussion,14D,5018,1,20,No,95,"2021-07-20 20:18:46.946422"
Discussion,15D,5019,0,20,No,100,"2021-07-20 20:18:46.946428"
Discussion,16D,5020,4,20,No,80,"2021-07-20 20:18:46.946433"
Discussion,17D,5021,19,20,No,5,"2021-07-20 20:18:46.946439"
Discussion,18D,5022,12,20,No,40,"2021-07-20 20:18:46.946444"
Discussion,21D,5023,9,20,No,55.0,"2021-07-20 20:18:46.946450"
Discussion,22D,5024,16,20,No,20,"2021-07-20 20:18:46.946454"
Discussion,23D,5025,18,20,No,10,"2021-07-20 20:18:46.946460"
Discussion,24D,5026,12,20,No,40,"2021-07-20 20:18:46.946502"
Discussion,25D,5027,7,20,No,65,"2021-07-20 20:18:46.946512"
Discussion,26D,5028,18,20,No,10,"2021-07-20 20:18:46.946520"
Discussion,27D,5029,17,20,No,15,"2021-07-20 20:18:46.947619"
Discussion,28D,5030,14,20,No,30,"2021-07-20 20:18:46.947650"
Laboratory,111,5056,0,14,No,100,"2021-07-20 20:18:46.947679"
Laboratory,112,10260,1,14,No,92.8571428571429,"2021-07-20 20:18:46.947693"
Laboratory,122,10519,5,14,No,64.2857142857143,"2021-07-20 20:18:46.947699"
Laboratory,123,10524,10,14,No,28.5714285714286,"2021-07-20 20:18:46.947704"
Laboratory,211,5058,2,14,No,85.7142857142857,"2021-07-20 20:18:46.947709"
Laboratory,212,10261,6,14,No,57.1428571428571,"2021-07-20 20:18:46.947713"
Laboratory,311,5059,6,14,No,57.1428571428571,"2021-07-20 20:18:46.947718"
Laboratory,312,10262,13,14,No,7.14285714285714,"2021-07-20 20:18:46.947723"
Laboratory,321,5060,13,14,No,7.14285714285714,"2021-07-20 20:18:46.947727"
Laboratory,322,10263,12,14,No,14.2857142857143,"2021-07-20 20:18:46.947732"
Laboratory,411,5061,10,14,No,28.5714285714286,"2021-07-20 20:18:46.947736"
Laboratory,412,10264,11,14,No,21.4285714285714,"2021-07-20 20:18:46.947742"
Laboratory,421,5062,12,14,No,14.2857142857143,"2021-07-20 20:18:46.947748"
Laboratory,422,10265,12,14,No,14.2857142857143,"2021-07-20 20:18:46.947752"
Laboratory,611,5063,0,14,No,100,"2021-07-20 20:18:46.947757"
Laboratory,612,10266,6,14,No,57.1428571428571,"2021-07-20 20:18:46.947763"
Laboratory,621,5064,6,14,No,57.1428571428571,"2021-07-20 20:18:46.947769"
Laboratory,622,10267,9,14,No,35.7142857142857,"2021-07-20 20:18:46.947776"
Laboratory,711,5065,5,14,No,64.2857142857143,"2021-07-20 20:18:46.947783"
Laboratory,712,10268,9,14,No,35.7142857142857,"2021-07-20 20:18:46.947789"
Laboratory,721,5066,11,14,No,21.4285714285714,"2021-07-20 20:18:46.947797"
Laboratory,722,10269,13,14,No,7.14285714285714,"2021-07-20 20:18:46.947804"
Lecture,001,5031,0,140,No,100,"2021-07-20 20:18:46.947812"
Lecture,002,5032,104,140,No,25.7142857142857,"2021-07-20 20:18:46.947820"
Discussion,10D,5033,0,25,No,100,"2021-07-20 20:18:46.947827"
Discussion,11D,5034,0,25,No,100,"2021-07-20 20:18:46.947832"
Discussion,12D,5035,0,25,No,100,"2021-07-20 20:18:46.947837"
Discussion,13D,5036,0,25,No,100,"2021-07-20 20:18:46.947842"
Discussion,14D,5037,0,25,No,100,"2021-07-20 20:18:46.947847"
Discussion,15D,5038,10,25,No,60,"2021-07-20 20:18:46.947852"
Discussion,20D,5039,14,25,No,44,"2021-07-20 20:18:46.947856"
Discussion,21D,5040,20,25,No,20,"2021-07-20 20:18:46.947883"
Discussion,22D,5041,21,25,No,16,"2021-07-20 20:18:46.947902"
Discussion,23D,5042,17,25,No,32,"2021-07-20 20:18:46.947909"
Discussion,24D,5043,25,25,No,0,"2021-07-20 20:18:46.947916"
Discussion,25D,5044,17,25,No,32,"2021-07-20 20:18:46.947922"
Laboratory,113,10179,0,14,No,100,"2021-07-20 20:18:46.947930"
Laboratory,114,10180,0,14,No,100,"2021-07-20 20:18:46.947937"
Laboratory,123,10181,0,14,No,100,"2021-07-20 20:18:46.947944"
Laboratory,313,10182,0,14,No,100,"2021-07-20 20:18:46.947952"
Laboratory,314,10183,1,14,No,92.8571428571429,"2021-07-20 20:18:46.947960"
Laboratory,323,10429,3,14,No,78.5714285714286,"2021-07-20 20:18:46.947968"
Laboratory,413,10184,4,14,No,71.4285714285714,"2021-07-20 20:18:46.948000"
Laboratory,414,10185,6,14,No,57.1428571428571,"2021-07-20 20:18:46.948009"
Laboratory,423,10186,6,14,No,57.1428571428571,"2021-07-20 20:18:46.948016"
Laboratory,613,10187,0,14,No,100,"2021-07-20 20:18:46.948024"
Laboratory,614,10188,0,14,No,100,"2021-07-20 20:18:46.948031"
Laboratory,623,10189,0,14,No,100,"2021-07-20 20:18:46.948040"
Laboratory,713,10190,0,14,No,100,"2021-07-20 20:18:46.948047"
Laboratory,714,10191,0,14,No,100,"2021-07-20 20:18:46.948054"
Laboratory,723,10192,0,14,No,100,"2021-07-20 20:18:46.948059"
Lecture,001,5092,112,200,No,44,"2021-07-20 20:18:46.948065"
Discussion,10D,5093,10,30,No,66.6666666666667,"2021-07-20 20:18:46.948070"
Discussion,11D,5094,16,30,No,46.6666666666667,"2021-07-20 20:18:46.948075"
Discussion,12D,5095,0,30,No,100,"2021-07-20 20:18:46.948080"
Discussion,13D,5096,6,30,No,80,"2021-07-20 20:18:46.948085"
Laboratory,111,10168,0,12,No,100,"2021-07-20 20:18:46.948090"
Laboratory,112,10169,0,12,No,100,"2021-07-20 20:18:46.948095"
Laboratory,311,10170,0,12,No,100,"2021-07-20 20:18:46.948099"
Laboratory,312,10171,4,12,No,66.6666666666667,"2021-07-20 20:18:46.948105"
Laboratory,411,10172,0,12,No,100,"2021-07-20 20:18:46.948110"
Laboratory,611,10174,1,12,No,91.6666666666667,"2021-07-20 20:18:46.948115"
Laboratory,612,10430,2,12,No,83.3333333333333,"2021-07-20 20:18:46.948119"
Laboratory,711,10175,0,12,No,100,"2021-07-20 20:18:46.948124"
Lecture,01,5067,21,35,No,40,"2021-07-20 20:18:46.948129"
Lecture,01,5045,26,50,No,48,"2021-07-20 20:18:46.948135"
Lecture,01,5046,31,35,No,11.4285714285714,"2021-07-20 20:18:46.948140"
Laboratory,31,10134,10,12,No,16.6666666666667,"2021-07-20 20:18:46.948145"
Laboratory,41,10135,9,12,No,25,"2021-07-20 20:18:46.948150"
IND,01,2191,10,10,No,0,"2021-07-20 20:18:46.948156"
IND,02,2192,10,10,No,0,"2021-07-20 20:18:46.948160"
IND,03,2193,9,10,No,10,"2021-07-20 20:18:46.948165"
IND,04,2194,10,10,No,0,"2021-07-20 20:18:46.948170"
IND,05,2195,10,10,No,0,"2021-07-20 20:18:46.948175"
IND,06,2196,10,10,No,0,"2021-07-20 20:18:46.948181"
IND,07,2197,10,10,No,0,"2021-07-20 20:18:46.948186"
IND,08,2198,9,10,No,10,"2021-07-20 20:18:46.948190"
IND,09,2199,10,10,No,0,"2021-07-20 20:18:46.948198"
IND,10,2200,10,10,No,0,"2021-07-20 20:18:46.948205"
IND,11,2201,9,10,No,10,"2021-07-20 20:18:46.948213"
IND,12,2202,10,10,No,0,"2021-07-20 20:18:46.948221"
IND,13,2203,10,10,No,0,"2021-07-20 20:18:46.948229"
IND,14,2204,10,10,No,0,"2021-07-20 20:18:46.948234"
IND,15,2205,10,10,No,0,"2021-07-20 20:18:46.948238"
IND,16,2206,10,10,No,0,"2021-07-20 20:18:46.948243"
IND,17,2207,10,10,No,0,"2021-07-20 20:18:46.948247"
IND,18,2208,10,10,No,0,"2021-07-20 20:18:46.948252"
IND,19,2209,10,10,No,0,"2021-07-20 20:18:46.948257"
IND,20,2210,10,10,No,0,"2021-07-20 20:18:46.948261"
IND,21,2211,9,10,No,10,"2021-07-20 20:18:46.948266"
IND,22,2212,10,10,No,0,"2021-07-20 20:18:46.948271"
IND,01,2168,9,10,No,10,"2021-07-20 20:18:46.948276"
IND,02,2169,10,10,No,0,"2021-07-20 20:18:46.948283"
IND,03,2170,10,10,No,0,"2021-07-20 20:18:46.948290"
IND,04,2171,10,10,No,0,"2021-07-20 20:18:46.948297"
IND,05,5047,10,10,No,0,"2021-07-20 20:18:46.948302"
IND,06,2172,10,10,No,0,"2021-07-20 20:18:46.948307"
IND,07,2173,10,10,No,0,"2021-07-20 20:18:46.948312"
IND,08,2174,10,10,No,0,"2021-07-20 20:18:46.948338"
IND,09,2175,10,10,No,0,"2021-07-20 20:18:46.948353"
IND,10,2176,10,10,No,0,"2021-07-20 20:18:46.948361"
IND,11,2177,9,10,No,10,"2021-07-20 20:18:46.948368"
IND,12,2178,10,10,No,0,"2021-07-20 20:18:46.948375"
IND,13,2179,10,10,No,0,"2021-07-20 20:18:46.948399"
IND,14,2180,10,10,No,0,"2021-07-20 20:18:46.948425"
IND,15,2181,10,10,No,0,"2021-07-20 20:18:46.948431"
IND,16,2182,10,10,No,0,"2021-07-20 20:18:46.948435"
IND,17,2183,10,10,No,0,"2021-07-20 20:18:46.948440"
IND,18,2184,10,10,No,0,"2021-07-20 20:18:46.948444"
IND,19,2185,10,10,No,0,"2021-07-20 20:18:46.948449"
IND,20,2186,10,10,No,0,"2021-07-20 20:18:46.948453"
IND,21,2187,21,21,No,0,"2021-07-20 20:18:46.948458"
IND,22,2188,10,10,No,0,"2021-07-20 20:18:46.948462"
Lecture,01,5012,15,50,No,70,"2021-07-20 20:18:46.948468"
Laboratory,11,10136,0,12,No,100,"2021-07-20 20:18:46.948473"
Laboratory,31,10137,0,12,No,100,"2021-07-20 20:18:46.948478"
Laboratory,41,10138,0,12,No,100,"2021-07-20 20:18:46.948483"
IND,01,2215,9,10,No,10,"2021-07-20 20:18:46.948488"
IND,02,2216,10,10,No,0,"2021-07-20 20:18:46.948495"
IND,03,2217,10,10,No,0,"2021-07-20 20:18:46.948499"
IND,04,2218,10,10,No,0,"2021-07-20 20:18:46.948504"
IND,05,2219,10,10,No,0,"2021-07-20 20:18:46.948508"
IND,06,2220,10,10,No,0,"2021-07-20 20:18:46.948513"
IND,07,2221,10,10,No,0,"2021-07-20 20:18:46.948520"
IND,08,2222,10,10,No,0,"2021-07-20 20:18:46.948528"
IND,09,2223,10,10,No,0,"2021-07-20 20:18:46.948535"
IND,10,2224,10,10,No,0,"2021-07-20 20:18:46.948543"
IND,11,2225,10,10,No,0,"2021-07-20 20:18:46.948550"
IND,12,2226,10,10,No,0,"2021-07-20 20:18:46.948558"
IND,13,2227,10,10,No,0,"2021-07-20 20:18:46.948566"
IND,14,2228,10,10,No,0,"2021-07-20 20:18:46.948574"
IND,15,2229,9,10,No,10,"2021-07-20 20:18:46.948582"
IND,16,2230,10,10,No,0,"2021-07-20 20:18:46.948589"
IND,17,2231,10,10,No,0,"2021-07-20 20:18:46.948597"
IND,18,2232,10,10,No,0,"2021-07-20 20:18:46.948605"
IND,19,2233,10,10,No,0,"2021-07-20 20:18:46.948612"
IND,20,2234,10,10,No,0,"2021-07-20 20:18:46.948620"
IND,21,2235,10,10,No,0,"2021-07-20 20:18:46.948628"
IND,22,2236,10,10,No,0,"2021-07-20 20:18:46.948636"
IND,01,2239,10,10,No,0,"2021-07-20 20:18:46.948644"
IND,02,2240,10,10,No,0,"2021-07-20 20:18:46.948652"
IND,03,2241,10,10,No,0,"2021-07-20 20:18:46.948659"
IND,04,2242,10,10,No,0,"2021-07-20 20:18:46.948667"
IND,05,5048,10,10,No,0,"2021-07-20 20:18:46.948675"
IND,06,2243,10,10,No,0,"2021-07-20 20:18:46.948682"
IND,07,2244,10,10,No,0,"2021-07-20 20:18:46.948690"
IND,08,2245,10,10,No,0,"2021-07-20 20:18:46.948699"
IND,09,2246,10,10,No,0,"2021-07-20 20:18:46.948706"
IND,10,2247,10,10,No,0,"2021-07-20 20:18:46.948714"
IND,11,2248,9,10,No,10,"2021-07-20 20:18:46.948722"
IND,12,2249,12,12,No,0,"2021-07-20 20:18:46.948731"
IND,13,2250,10,10,No,0,"2021-07-20 20:18:46.948738"
IND,14,2251,10,10,No,0,"2021-07-20 20:18:46.948747"
IND,15,2252,10,10,No,0,"2021-07-20 20:18:46.948755"
IND,16,2253,10,10,No,0,"2021-07-20 20:18:46.948763"
IND,17,2254,10,10,No,0,"2021-07-20 20:18:46.948772"
IND,18,2260,10,10,No,0,"2021-07-20 20:18:46.948780"
IND,19,2255,10,10,No,0,"2021-07-20 20:18:46.948789"
IND,20,2256,10,10,No,0,"2021-07-20 20:18:46.948797"
IND,21,2257,10,10,No,0,"2021-07-20 20:18:46.948806"
IND,22,2258,10,10,No,0,"2021-07-20 20:18:46.948814"
Lecture,01,4250,0,50,No,100,"2021-07-20 20:05:09.404292"
Lecture,001,4251,12,84,No,85.7142857142857,"2021-07-20 20:05:09.404311"
Discussion,01D,4252,0,14,No,100,"2021-07-20 20:05:09.404318"
Discussion,02D,4253,2,14,No,85.7142857142857,"2021-07-20 20:05:09.404325"
Discussion,03D,4254,3,14,No,78.5714285714286,"2021-07-20 20:05:09.404330"
Discussion,04D,4255,7,14,No,50,"2021-07-20 20:05:09.404362"
Discussion,05D,4256,0,14,No,100,"2021-07-20 20:05:09.404386"
Discussion,06D,4257,0,14,No,100,"2021-07-20 20:05:09.404396"
SEM,01,4258,3,18,No,83.3333333333333,"2021-07-20 20:05:09.404405"
Lecture,001,4212,26,28,No,7.14285714285714,"2021-07-20 20:05:09.404416"
Laboratory,01L,4213,13,14,Yes,7.14285714285714,"2021-07-20 20:05:09.404425"
Laboratory,02L,4214,13,14,Yes,7.14285714285714,"2021-07-20 20:05:09.404437"
Lecture,01,4210,3,25,No,88,"2021-07-20 20:05:09.404444"
Lecture,01,4260,14,20,No,30,"2021-07-20 20:05:09.404453"
Lecture,001,4207,4,28,No,85.7142857142857,"2021-07-20 20:05:09.404461"
Laboratory,01L,4208,0,14,No,100,"2021-07-20 20:05:09.404471"
Laboratory,02L,4209,4,14,Yes,71.4285714285714,"2021-07-20 20:05:09.404480"
Laboratory,01L,4211,1,10,Yes,90,"2021-07-20 20:05:09.404490"
SEM,01,4215,7,16,No,56.25,"2021-07-20 20:05:09.404500"
IND,01,4244,1,1,No,0,"2021-07-20 20:05:09.404508"
IND,02,4245,1,1,No,0,"2021-07-20 20:05:09.404516"
IND,03,4246,1,1,No,0,"2021-07-20 20:05:09.404526"
IND,04,4247,1,1,No,0,"2021-07-20 20:05:09.404537"
IND,05,4248,1,1,No,0,"2021-07-20 20:05:09.404546"
IND,01,4216,1,1,No,0,"2021-07-20 20:05:09.404554"
IND,02,4217,1,1,No,0,"2021-07-20 20:05:09.404563"
IND,03,4218,1,1,No,0,"2021-07-20 20:05:09.404572"
IND,04,4219,1,1,No,0,"2021-07-20 20:05:09.404581"
IND,05,4220,1,1,No,0,"2021-07-20 20:05:09.404589"
IND,06,4221,1,1,No,0,"2021-07-20 20:05:09.404601"
IND,07,4222,1,1,No,0,"2021-07-20 20:05:09.404609"
IND,08,4223,1,1,No,0,"2021-07-20 20:05:09.404617"
IND,09,4224,1,1,No,0,"2021-07-20 20:05:09.404625"
IND,10,4225,1,1,No,0,"2021-07-20 20:05:09.404634"
IND,11,4226,1,1,No,0,"2021-07-20 20:05:09.404642"
IND,12,4227,1,1,No,0,"2021-07-20 20:05:09.404651"
IND,13,4228,1,1,No,0,"2021-07-20 20:05:09.404660"
IND,14,4229,1,1,No,0,"2021-07-20 20:05:09.404672"
IND,15,4230,1,1,No,0,"2021-07-20 20:05:09.404682"
SEM,01,4249,9,14,No,35.7142857142857,"2021-07-20 20:05:09.404691"
Lecture,01,4250,0,50,No,100,"2021-07-20 20:18:51.329232"
Lecture,001,4251,12,84,No,85.7142857142857,"2021-07-20 20:18:51.329282"
Discussion,01D,4252,0,14,No,100,"2021-07-20 20:18:51.329287"
Discussion,02D,4253,2,14,No,85.7142857142857,"2021-07-20 20:18:51.329292"
Discussion,03D,4254,3,14,No,78.5714285714286,"2021-07-20 20:18:51.329298"
Discussion,04D,4255,7,14,No,50,"2021-07-20 20:18:51.329302"
Discussion,05D,4256,0,14,No,100,"2021-07-20 20:18:51.329307"
Discussion,06D,4257,0,14,No,100,"2021-07-20 20:18:51.329312"
SEM,01,4258,3,18,No,83.3333333333333,"2021-07-20 20:18:51.329317"
Lecture,001,4212,26,28,No,7.14285714285714,"2021-07-20 20:18:51.329322"
Laboratory,01L,4213,13,14,Yes,7.14285714285714,"2021-07-20 20:18:51.329328"
Laboratory,02L,4214,13,14,Yes,7.14285714285714,"2021-07-20 20:18:51.329333"
Lecture,01,4210,3,25,No,88,"2021-07-20 20:18:51.329338"
Lecture,01,4260,14,20,No,30,"2021-07-20 20:18:51.329343"
Lecture,001,4207,4,28,No,85.7142857142857,"2021-07-20 20:18:51.329349"
Laboratory,01L,4208,0,14,No,100,"2021-07-20 20:18:51.329354"
Laboratory,02L,4209,4,14,Yes,71.4285714285714,"2021-07-20 20:18:51.329360"
Laboratory,01L,4211,1,10,Yes,90,"2021-07-20 20:18:51.329365"
SEM,01,4215,7,16,No,56.25,"2021-07-20 20:18:51.329370"
IND,01,4244,1,1,No,0,"2021-07-20 20:18:51.329375"
IND,02,4245,1,1,No,0,"2021-07-20 20:18:51.329380"
IND,03,4246,1,1,No,0,"2021-07-20 20:18:51.329385"
IND,04,4247,1,1,No,0,"2021-07-20 20:18:51.329417"
IND,05,4248,1,1,No,0,"2021-07-20 20:18:51.329421"
IND,01,4216,1,1,No,0,"2021-07-20 20:18:51.329425"
IND,02,4217,1,1,No,0,"2021-07-20 20:18:51.329430"
IND,03,4218,1,1,No,0,"2021-07-20 20:18:51.329435"
IND,04,4219,1,1,No,0,"2021-07-20 20:18:51.329439"
IND,05,4220,1,1,No,0,"2021-07-20 20:18:51.329443"
IND,06,4221,1,1,No,0,"2021-07-20 20:18:51.329448"
IND,07,4222,1,1,No,0,"2021-07-20 20:18:51.329452"
IND,08,4223,1,1,No,0,"2021-07-20 20:18:51.329483"
IND,09,4224,1,1,No,0,"2021-07-20 20:18:51.329487"
IND,10,4225,1,1,No,0,"2021-07-20 20:18:51.329492"
IND,11,4226,1,1,No,0,"2021-07-20 20:18:51.329496"
IND,12,4227,1,1,No,0,"2021-07-20 20:18:51.329501"
IND,13,4228,1,1,No,0,"2021-07-20 20:18:51.329505"
IND,14,4229,1,1,No,0,"2021-07-20 20:18:51.329510"
IND,15,4230,1,1,No,0,"2021-07-20 20:18:51.329515"
SEM,01,4249,9,14,No,35.7142857142857,"2021-07-20 20:18:51.329520"
Lecture,001,6535,0,20,No,100,"2021-07-20 20:05:10.059624"
Discussion,01D,6536,0,20,No,100,"2021-07-20 20:05:10.059654"
Lecture,001,6537,0,18,No,100,"2021-07-20 20:05:10.059665"
Discussion,01D,6538,0,18,No,100,"2021-07-20 20:05:10.059676"
Lecture,01,6539,0,12,No,100,"2021-07-20 20:05:10.059686"
IND,01,2100,4,4,No,0,"2021-07-20 20:05:10.059698"
IND,02,2101,4,4,No,0,"2021-07-20 20:05:10.059707"
SEM,01,6563,8,8,No,0,"2021-07-20 20:05:10.059717"
Lecture,001,6535,0,20,No,100,"2021-07-20 20:18:51.222456"
Discussion,01D,6536,0,20,No,100,"2021-07-20 20:18:51.222476"
Lecture,001,6537,0,18,No,100,"2021-07-20 20:18:51.222482"
Discussion,01D,6538,0,18,No,100,"2021-07-20 20:18:51.222487"
Lecture,01,6539,0,12,No,100,"2021-07-20 20:18:51.222493"
IND,01,2100,4,4,No,0,"2021-07-20 20:18:51.222500"
IND,02,2101,4,4,No,0,"2021-07-20 20:18:51.222505"
SEM,01,6563,8,8,No,0,"2021-07-20 20:18:51.222511"
IND,01,1819,1,1,No,0,"2021-07-20 20:05:10.611500"
IND,02,1820,1,1,No,0,"2021-07-20 20:05:10.611523"
IND,03,1821,1,1,No,0,"2021-07-20 20:05:10.611529"
IND,04,1822,1,1,No,0,"2021-07-20 20:05:10.611535"
IND,05,1823,1,1,No,0,"2021-07-20 20:05:10.611541"
IND,06,1824,0,1,No,100,"2021-07-20 20:05:10.611549"
IND,07,1825,1,1,No,0,"2021-07-20 20:05:10.611556"
IND,08,1826,1,1,No,0,"2021-07-20 20:05:10.611566"
IND,01,1819,1,1,No,0,"2021-07-20 20:18:49.571964"
IND,02,1820,1,1,No,0,"2021-07-20 20:18:49.571989"
IND,03,1821,1,1,No,0,"2021-07-20 20:18:49.571998"
IND,04,1822,1,1,No,0,"2021-07-20 20:18:49.572007"
IND,05,1823,1,1,No,0,"2021-07-20 20:18:49.572015"
IND,06,1824,0,1,No,100,"2021-07-20 20:18:49.572024"
IND,07,1825,1,1,No,0,"2021-07-20 20:18:49.572032"
IND,08,1826,1,1,No,0,"2021-07-20 20:18:49.572041"
SEM,03,7292,0,18,No,100,"2021-07-20 20:05:17.779063"
Lecture,01,5848,0,100,No,100,"2021-07-20 20:05:17.779089"
Lecture,01,7010,0,45,No,100,"2021-07-20 20:05:17.779100"
Lecture,01,5872,0,50,No,100,"2021-07-20 20:05:17.779109"
SEM,01,5978,13,18,No,27.7777777777778,"2021-07-20 20:05:17.779119"
SEM,01,5853,0,18,No,100,"2021-07-20 20:05:17.779128"
SEM,01,8121,0,18,No,100,"2021-07-20 20:05:17.779136"
SEM,01,5854,0,18,No,100,"2021-07-20 20:05:17.779145"
Lecture,01,7012,0,40,No,100,"2021-07-20 20:05:17.779155"
SEM,01,4950,3,18,No,83.3333333333333,"2021-07-20 20:05:17.779164"
Lecture,01,5813,0,35,No,100,"2021-07-20 20:05:17.779173"
Lecture,01,5846,1,30,No,96.6666666666667,"2021-07-20 20:05:17.779183"
Lecture,01,7023,0,80,No,100,"2021-07-20 20:05:17.779192"
Lecture,001,7341,26,100,No,74,"2021-07-20 20:05:17.779202"
Discussion,01D,7342,0,19,No,100,"2021-07-20 20:05:17.779210"
Discussion,02D,7343,1,18,Yes,94.4444444444444,"2021-07-20 20:05:17.779221"
Discussion,03D,7344,0,19,No,100,"2021-07-20 20:05:17.779230"
Discussion,04D,7345,0,19,No,100,"2021-07-20 20:05:17.779238"
SEM,01,5471,0,18,No,100,"2021-07-20 20:05:17.779246"
SEM,01,6947,4,18,No,77.7777777777778,"2021-07-20 20:05:17.779255"
SEM,01,6390,12,18,No,33.3333333333333,"2021-07-20 20:05:17.779263"
Lecture,001,6341,19,50,No,62,"2021-07-20 20:05:17.779272"
Laboratory,01L,6342,3,20,No,85,"2021-07-20 20:05:17.779280"
Laboratory,02L,6343,7,15,No,53.3333333333333,"2021-07-20 20:05:17.779288"
Laboratory,03L,6344,9,15,No,40,"2021-07-20 20:05:17.779296"
Lecture,01,5837,6,30,No,80,"2021-07-20 20:05:17.779306"
Lecture,01,9560,7,15,No,53.3333333333333,"2021-07-20 20:05:17.779314"
Lecture,01,4176,0,30,No,100,"2021-07-20 20:05:17.779323"
SEM,01,5730,1,15,No,93.3333333333333,"2021-07-20 20:05:17.779331"
Lecture,01,5703,0,15,No,100,"2021-07-20 20:05:17.779340"
Lecture,01,5762,0,15,No,100,"2021-07-20 20:05:17.779348"
Lecture,01,8723,0,35,No,100,"2021-07-20 20:05:17.779356"
Lecture,01,5850,21,40,No,47.5,"2021-07-20 20:05:17.779364"
Lecture,01,5820,4,30,No,86.6666666666667,"2021-07-20 20:05:17.779373"
Lecture,01,5841,1,40,No,97.5,"2021-07-20 20:05:17.779381"
Lecture,01,5818,6,49,No,87.7551020408163,"2021-07-20 20:05:17.779389"
SEM,01,8202,12,18,No,33.3333333333333,"2021-07-20 20:05:17.779397"
IND,01,10603,1,1,No,0,"2021-07-20 20:05:17.779406"
IND,02,10604,1,1,No,0,"2021-07-20 20:05:17.779414"
IND,01,5844,17,20,No,15,"2021-07-20 20:05:17.779421"
TUT,01,5856,18,20,No,10,"2021-07-20 20:05:17.779429"
TUT,03,5857,18,20,No,10,"2021-07-20 20:05:17.779438"
TUT,04,5858,18,20,No,10,"2021-07-20 20:05:17.779447"
TUT,05,5859,16,20,No,20,"2021-07-20 20:05:17.779455"
TUT,06,5860,16,20,No,20,"2021-07-20 20:05:17.779463"
TUT,07,5861,18,20,No,10,"2021-07-20 20:05:17.779471"
Lecture,01,5817,3,18,No,83.3333333333333,"2021-07-20 20:05:17.779480"
SEM,03,7292,0,18,No,100,"2021-07-20 20:18:59.588183"
Lecture,01,5848,0,100,No,100,"2021-07-20 20:18:59.588209"
Lecture,01,7010,0,45,No,100,"2021-07-20 20:18:59.588219"
Lecture,01,5872,0,50,No,100,"2021-07-20 20:18:59.588227"
SEM,01,5978,13,18,No,27.7777777777778,"2021-07-20 20:18:59.588237"
SEM,01,5853,0,18,No,100,"2021-07-20 20:18:59.588246"
SEM,01,8121,0,18,No,100,"2021-07-20 20:18:59.588254"
SEM,01,5854,0,18,No,100,"2021-07-20 20:18:59.588263"
Lecture,01,7012,0,40,No,100,"2021-07-20 20:18:59.588272"
SEM,01,4950,3,18,No,83.3333333333333,"2021-07-20 20:18:59.588282"
Lecture,01,5813,0,35,No,100,"2021-07-20 20:18:59.588290"
Lecture,01,5846,1,30,No,96.6666666666667,"2021-07-20 20:18:59.588300"
Lecture,01,7023,0,80,No,100,"2021-07-20 20:18:59.588309"
Lecture,001,7341,26,100,No,74,"2021-07-20 20:18:59.588319"
Discussion,01D,7342,0,19,No,100,"2021-07-20 20:18:59.588328"
Discussion,02D,7343,1,18,Yes,94.4444444444444,"2021-07-20 20:18:59.588339"
Discussion,03D,7344,0,19,No,100,"2021-07-20 20:18:59.588348"
Discussion,04D,7345,0,19,No,100,"2021-07-20 20:18:59.588357"
SEM,01,5471,0,18,No,100,"2021-07-20 20:18:59.588367"
SEM,01,6947,4,18,No,77.7777777777778,"2021-07-20 20:18:59.588376"
SEM,01,6390,12,18,No,33.3333333333333,"2021-07-20 20:18:59.588385"
Lecture,001,6341,19,50,No,62,"2021-07-20 20:18:59.588395"
Laboratory,01L,6342,3,20,No,85,"2021-07-20 20:18:59.588404"
Laboratory,02L,6343,7,15,No,53.3333333333333,"2021-07-20 20:18:59.588412"
Laboratory,03L,6344,9,15,No,40,"2021-07-20 20:18:59.588424"
Lecture,01,5837,6,30,No,80,"2021-07-20 20:18:59.588433"
Lecture,01,9560,7,15,No,53.3333333333333,"2021-07-20 20:18:59.588441"
Lecture,01,4176,0,30,No,100,"2021-07-20 20:18:59.588451"
