course_name,catalog_num,topic,course_number
Conserving the Variety of Life on Earth,ENVIRON 210D,-,7742
Conserving the Variety of Life on Earth,ENVIRON 210D,-,7743
Water Sciences: Principles and Challenges,ENVIRON 220,-,9694
Field Methods in Earth and Environmental Sciences,ENVIRON 226S,-,9697
Food and Fuel for a Growing Population: Nuts and Bolts of Plant Growth and Production,ENVIRON 228S,-,9607
Energy and the Environment,ENVIRON 231,-,7738
Environmental Law and Policy,ENVIRON 265,-,7796
Marine Ecology,ENVIRON 273LA,-,9515
"People, Plants and Pollution: Introduction to Urban Environments",ENVIRON 274,-,5946
"Denial, Faith, Reason: Sustainability and Survival",ENVIRON 276,-,7974
Marine Policy,ENVIRON 286A,-,9536
"Conservation Biology & Service Learning: coastal ecosystems, restoration and communities",ENVIRON 287A,-,9539
Special Topics in Environmental Sciences and Policy,ENVIRON 290S,SENSING THE AMAZON,6896
Oceans in Human and Environmental Health,ENVIRON 309A,-,9559
Environmental Issues & the Documentary Arts,ENVIRON 315S,-,7770
Aquaculture and the Environment,ENVIRON 319A,-,9555
Introduction to Environmental Life Cycle Assessment: Applications to Food Systems,ENVIRON 338S,-,10752
Field Ecology,ENVIRON 361LS,-,5927
Field Ecology,ENVIRON 361LS,-,5928
Environmental Economics and Policy,ENVIRON 363,-,8677
Sensory Physiology and Behavior of Marine Animals,ENVIRON 373LA,-,9534
Sensory Physiology and Behavior of Marine Animals,ENVIRON 373LA,-,10481
Marine Mammals,ENVIRON 376A,-,9512
Biodiversity of Marine Invertebrates,ENVIRON 377LA,-,9520
Special Topics in Environmental Sciences and Policy,ENVIRON 390,"ENVIRONMENT IN LIT, LAW, & SCI",8197
Independent Study,ENVIRON 391,-,2522
Independent Study,ENVIRON 391,-,2523
Independent Study,ENVIRON 391,-,2524
Independent Study,ENVIRON 391,-,2525
Research Independent Study,ENVIRON 393,-,2483
Research Independent Study,ENVIRON 393,-,2484
Research Independent Study,ENVIRON 393,-,2485
Research Independent Study,ENVIRON 393,-,2486
Research Independent Study,ENVIRON 393,-,2487
Research Independent Study,ENVIRON 393,-,2488
Research Independent Study,ENVIRON 393,-,2489
Research Independent Study,ENVIRON 393,-,2490
Research Independent Study,ENVIRON 393,-,2491
Research Independent Study,ENVIRON 393,-,2492
Research Independent Study,ENVIRON 393,-,2493
Research Independent Study,ENVIRON 393,-,2494
Research Independent Study,ENVIRON 393,-,2495
Research Independent Study,ENVIRON 393,-,2496
Research Independent Study,ENVIRON 393,-,2497
Research Independent Study,ENVIRON 393,-,2498
Research Independent Study,ENVIRON 393,-,2499
Research Independent Study,ENVIRON 393,-,2500
Research Independent Study,ENVIRON 393,-,2501
Research Independent Study,ENVIRON 393,-,2502
Research Independent Study,ENVIRON 393,-,2503
Research Independent Study,ENVIRON 393,-,2504
Research Independent Study,ENVIRON 393,-,2505
Research Independent Study,ENVIRON 393,-,2506
Research Independent Study,ENVIRON 393,-,2507
Research Independent Study,ENVIRON 393,-,2508
Research Independent Study,ENVIRON 393,-,2509
Research Independent Study,ENVIRON 393,-,2510
Research Independent Study,ENVIRON 393,-,2511
Research Independent Study,ENVIRON 393,-,2512
Research Independent Study,ENVIRON 393,-,2513
Research Independent Study,ENVIRON 393,-,2514
Research Independent Study,ENVIRON 393,-,2515
Research Independent Study,ENVIRON 393,-,2516
Research Independent Study,ENVIRON 393,-,2517
Research Independent Study,ENVIRON 393,-,2518
Research Independent Study,ENVIRON 393,-,2519
Research Independent Study,ENVIRON 393,-,2520
Research Independent Study,ENVIRON 393,-,2521
Research Independent Study,ENVIRON 393A,-,2317
Research Independent Study,ENVIRON 393A,-,2318
Research Independent Study,ENVIRON 393A,-,2319
Research Independent Study,ENVIRON 393A,-,2320
Research Independent Study,ENVIRON 393A,-,2321
Research Independent Study,ENVIRON 393A,-,2322
Research Independent Study,ENVIRON 393A,-,2323
Research Independent Study,ENVIRON 393A,-,2324
Research Independent Study,ENVIRON 393A,-,2325
Research Independent Study,ENVIRON 393A,-,2326
Research Independent Study,ENVIRON 393A,-,2327
Research Independent Study,ENVIRON 393A,-,2328
Research Independent Study,ENVIRON 393A,-,2329
Research Independent Study,ENVIRON 393A,-,2330
Research Independent Study,ENVIRON 393A,-,2331
Research Independent Study,ENVIRON 393A,-,2332
Research Independent Study,ENVIRON 393A,-,2333
Research Independent Study,ENVIRON 393A,-,2334
Research Independent Study,ENVIRON 393A,-,2335
Research Independent Study,ENVIRON 393A,-,2336
Research Independent Study,ENVIRON 393A,-,2337
Research Independent Study,ENVIRON 393A,-,2338
Research Independent Study,ENVIRON 393A,-,2339
Research Independent Study,ENVIRON 393A,-,2340
Research Independent Study,ENVIRON 393A,-,2341
Research Independent Study,ENVIRON 393A,-,2342
Research Independent Study,ENVIRON 393A,-,2343
Research Independent Study,ENVIRON 394,-,2526
Research Independent Study,ENVIRON 394,-,2527
Research Independent Study,ENVIRON 394,-,2528
Research Independent Study,ENVIRON 394,-,2529
Research Independent Study,ENVIRON 394,-,2530
Research Independent Study,ENVIRON 394,-,2531
Research Independent Study,ENVIRON 394,-,2532
Research Independent Study,ENVIRON 394,-,2533
Research Independent Study,ENVIRON 394,-,2534
Research Independent Study,ENVIRON 394,-,2535
Research Independent Study,ENVIRON 394,-,2536
Research Independent Study,ENVIRON 394,-,2537
Research Independent Study,ENVIRON 394,-,2538
Research Independent Study,ENVIRON 394,-,2539
Research Independent Study,ENVIRON 394,-,2540
Research Independent Study,ENVIRON 394,-,2541
Research Independent Study,ENVIRON 394,-,2542
Research Independent Study,ENVIRON 394,-,2543
Research Independent Study,ENVIRON 394,-,2544
Research Independent Study,ENVIRON 394,-,2545
Research Independent Study,ENVIRON 394,-,2546
Research Independent Study,ENVIRON 394,-,2547
Research Independent Study,ENVIRON 394,-,2548
Research Independent Study,ENVIRON 394,-,2549
Research Independent Study,ENVIRON 394A,-,2344
Research Independent Study,ENVIRON 394A,-,2345
Research Independent Study,ENVIRON 394A,-,2346
Research Independent Study,ENVIRON 394A,-,2347
Research Independent Study,ENVIRON 394A,-,2348
Climate Change in the Marine Environment,ENVIRON 445A,-,9548
Ocean Engineering,ENVIRON 461,-,7143
Data and Time Series Analysis in Marine Sciences,ENVIRON 476A,-,9552
Spies Like Us: Screening Cold War Espionage,SES 270,-,6383
The Turks: From Ottoman Empire to European Union,SES 287,-,6571
Special Topics in Slavic and Eurasian Studies,SES 290S,"BREAKDOWN: MADNESS, SELF, FICT",7596
Islam in Asia,SES 370S,-,6370
Language and Society,SES 385,-,7261
Illiberal Nondemocracies: Focus on Eastern Europe and Asia,SES 388S,-,6378
Spies Like Us: Screening Cold War Espionage,SES 270,-,6383
The Turks: From Ottoman Empire to European Union,SES 287,-,6571
Special Topics in Slavic and Eurasian Studies,SES 290S,"BREAKDOWN: MADNESS, SELF, FICT",7596
Islam in Asia,SES 370S,-,6370
Language and Society,SES 385,-,7261
Illiberal Nondemocracies: Focus on Eastern Europe and Asia,SES 388S,-,6378
First Year Seminar in Romance Studies,ROMST 89S,"PUBLIC ART: MONUMENTS, MURALS",9116
Topics in Romance Studies,ROMST 190S,COMPARATIVE POSTCOLONIALISMS,10178
Clash of Civilizations: In the Heart of Europe,ROMST 204FS,-,6621
Italian Baroque Art,ROMST 256,-,9142
Perspectives on the Amazon,ROMST 341S,-,5751
Perspectives on the Amazon Preceptorial,ROMST 341SP,-,5755
"Food, Culture, and Society",ROMST 388S,-,5744
Special Topics in Romance Studies,ROMST 390S,POSTCOLONIAL STUDIES,7598
Independent Study,ROMST 391,-,2140
Research Independent Study,ROMST 393,-,2141
Research Independent Study,ROMST 393,-,2142
Research Independent Study,ROMST 393,-,2143
Research Independent Study,ROMST 393,-,2144
Theories and Techniques of Teaching Foreign Languages,ROMST 451S,-,8683
Topics in Romance Studies,ROMST 490S,AFRO-LATIN AMERICA,5650
Research Independent Study,ROMST 493,INTEGRATION THROUGH ARTS,2145
Research Independent Study,ROMST 493,-,2146
Research Independent Study,ROMST 493,-,2147
First Year Seminar in Romance Studies,ROMST 89S,"PUBLIC ART: MONUMENTS, MURALS",9116
Topics in Romance Studies,ROMST 190S,COMPARATIVE POSTCOLONIALISMS,10178
Clash of Civilizations: In the Heart of Europe,ROMST 204FS,-,6621
Italian Baroque Art,ROMST 256,-,9142
Perspectives on the Amazon,ROMST 341S,-,5751
Perspectives on the Amazon Preceptorial,ROMST 341SP,-,5755
"Food, Culture, and Society",ROMST 388S,-,5744
Special Topics in Romance Studies,ROMST 390S,POSTCOLONIAL STUDIES,7598
Independent Study,ROMST 391,-,2140
Research Independent Study,ROMST 393,-,2141
Research Independent Study,ROMST 393,-,2142
Research Independent Study,ROMST 393,-,2143
Research Independent Study,ROMST 393,-,2144
Theories and Techniques of Teaching Foreign Languages,ROMST 451S,-,8683
Topics in Romance Studies,ROMST 490S,AFRO-LATIN AMERICA,5650
Research Independent Study,ROMST 493,INTEGRATION THROUGH ARTS,2145
Research Independent Study,ROMST 493,-,2146
Research Independent Study,ROMST 493,-,2147
Independent Study in Civil and Environmental Engineering,CEE 291,-,7216
Independent Study in Civil and Environmental Engineering,CEE 291,-,7217
Research Independent Study in Civil and Environmental Engineering,CEE 293,-,7209
Research Independent Study in Civil and Environmental Engineering,CEE 293,-,7210
Fluid Mechanics,CEE 301L,-,7170
Fluid Mechanics,CEE 301L,-,7171
Fluid Mechanics,CEE 301L,-,7172
Architectural Engineering I,CEE 311,-,7181
Research Independent Study in Civil and Environmental Engineering,CEE 393,-,7211
Research Independent Study in Civil and Environmental Engineering,CEE 393,-,7212
Research Independent Study in Civil and Environmental Engineering,CEE 393,-,7213
Research Independent Study in Civil and Environmental Engineering,CEE 393,-,7214
Research Independent Study in Civil and Environmental Engineering,CEE 393,-,7215
Matrix Structural Analysis,CEE 421L,-,7175
Matrix Structural Analysis,CEE 421L,-,7176
Metallic Structures,CEE 423L,-,7177
Metallic Structures,CEE 423L,-,7178
Metallic Structures,CEE 423L,-,7179
Metallic Structures,CEE 423L,-,7180
Environmental Aquatic Chemistry,CEE 461L,-,7167
Environmental Aquatic Chemistry,CEE 461L,-,7168
Environmental Aquatic Chemistry,CEE 461L,-,7169
Water Resources Engineering,CEE 463L,-,7173
Water Resources Engineering,CEE 463L,-,7174
Independent Study in Civil and Environmental Engineering,CEE 491,-,7182
Independent Study in Civil and Environmental Engineering,CEE 491,-,7183
Research Independent Study in Civil and Environmental Engineering,CEE 493,ASEISMIC INFRASTRUCTURE DESIGN,7194
Research Independent Study in Civil and Environmental Engineering,CEE 493,TRACE ELEMENT BIOGEOCHEMISTRY,7195
Research Independent Study in Civil and Environmental Engineering,CEE 493,MYCOREMEDIATION,7196
Research Independent Study in Civil and Environmental Engineering,CEE 493,-,7197
Research Independent Study in Civil and Environmental Engineering,CEE 493,-,7198
Independent Study in Civil and Environmental Engineering,CEE 291,-,7216
Independent Study in Civil and Environmental Engineering,CEE 291,-,7217
Research Independent Study in Civil and Environmental Engineering,CEE 293,-,7209
Research Independent Study in Civil and Environmental Engineering,CEE 293,-,7210
Fluid Mechanics,CEE 301L,-,7170
Fluid Mechanics,CEE 301L,-,7171
Fluid Mechanics,CEE 301L,-,7172
Architectural Engineering I,CEE 311,-,7181
Research Independent Study in Civil and Environmental Engineering,CEE 393,-,7211
Research Independent Study in Civil and Environmental Engineering,CEE 393,-,7212
Research Independent Study in Civil and Environmental Engineering,CEE 393,-,7213
Research Independent Study in Civil and Environmental Engineering,CEE 393,-,7214
Research Independent Study in Civil and Environmental Engineering,CEE 393,-,7215
Matrix Structural Analysis,CEE 421L,-,7175
Matrix Structural Analysis,CEE 421L,-,7176
Metallic Structures,CEE 423L,-,7177
Metallic Structures,CEE 423L,-,7178
Metallic Structures,CEE 423L,-,7179
Metallic Structures,CEE 423L,-,7180
Environmental Aquatic Chemistry,CEE 461L,-,7167
Environmental Aquatic Chemistry,CEE 461L,-,7168
Environmental Aquatic Chemistry,CEE 461L,-,7169
Water Resources Engineering,CEE 463L,-,7173
Water Resources Engineering,CEE 463L,-,7174
Independent Study in Civil and Environmental Engineering,CEE 491,-,7182
Independent Study in Civil and Environmental Engineering,CEE 491,-,7183
Research Independent Study in Civil and Environmental Engineering,CEE 493,ASEISMIC INFRASTRUCTURE DESIGN,7194
Research Independent Study in Civil and Environmental Engineering,CEE 493,TRACE ELEMENT BIOGEOCHEMISTRY,7195
Research Independent Study in Civil and Environmental Engineering,CEE 493,MYCOREMEDIATION,7196
Research Independent Study in Civil and Environmental Engineering,CEE 493,-,7197
Research Independent Study in Civil and Environmental Engineering,CEE 493,-,7198
"Denial, Faith, Reason: Sustainability and Survival",SUSTAIN 276,-,7977
"Denial, Faith, Reason: Sustainability and Survival",SUSTAIN 276,-,7977
Introduction to LGBTQ Studies,SXL 199S,-,4938
Politics of Sexuality,SXL 386S,-,4955
Introduction to LGBTQ Studies,SXL 199S,-,4938
Politics of Sexuality,SXL 386S,-,4955
Elementary Swahili,SWAHILI 101,-,10502
not found,NA,NA,10503
Elementary Swahili,SWAHILI 101,-,10502
not found,NA,NA,10503
Elementary Russian I,RUSSIAN 101,-,6351
Elementary Russian I,RUSSIAN 101,-,6352
Intermediate Russian I,RUSSIAN 203,-,6353
Directing,RUSSIAN 255S,-,8881
Literatures and Films of Pandemic,RUSSIAN 278S,-,6388
Topics in Russian Studies,RUSSIAN 290S,"BREAKDOWN: MADNESS, SELF, FICT",7597
Contemporary Russian Composition and Readings,RUSSIAN 301S,-,6354
The Devil in Russian Literature,RUSSIAN 314,-,6369
Islam in Asia,RUSSIAN 370S,-,6373
Russian Fiction and Film,RUSSIAN 371S,-,6367
Advanced Russian,RUSSIAN 401,-,6358
Soviet and Post-Soviet Economic History,RUSSIAN 407D,-,6147
Soviet and Post-Soviet Economic History,RUSSIAN 407D,-,6148
Research Independent Study,RUSSIAN 493,-,6355
Research Independent Study,RUSSIAN 493,-,6356
Research Independent Study,RUSSIAN 493,-,6357
Elementary Russian I,RUSSIAN 101,-,6351
Elementary Russian I,RUSSIAN 101,-,6352
Intermediate Russian I,RUSSIAN 203,-,6353
Directing,RUSSIAN 255S,-,8881
Literatures and Films of Pandemic,RUSSIAN 278S,-,6388
Topics in Russian Studies,RUSSIAN 290S,"BREAKDOWN: MADNESS, SELF, FICT",7597
Contemporary Russian Composition and Readings,RUSSIAN 301S,-,6354
The Devil in Russian Literature,RUSSIAN 314,-,6369
Islam in Asia,RUSSIAN 370S,-,6373
Russian Fiction and Film,RUSSIAN 371S,-,6367
Advanced Russian,RUSSIAN 401,-,6358
Soviet and Post-Soviet Economic History,RUSSIAN 407D,-,6147
Soviet and Post-Soviet Economic History,RUSSIAN 407D,-,6148
Research Independent Study,RUSSIAN 493,-,6355
Research Independent Study,RUSSIAN 493,-,6356
Research Independent Study,RUSSIAN 493,-,6357
Selected Sanskrit Readings,SANSKRIT 203,-,7655
Selected Sanskrit Readings,SANSKRIT 203,-,7655
First-Year Seminar,PHYSICS 89S,-,7486
General Physics I (DIS),PHYSICS 141D,-,7548
General Physics I (DIS),PHYSICS 141D,-,7549
General Physics I (DIS),PHYSICS 141D,-,7550
General Physics I (DIS),PHYSICS 141D,-,7551
General Physics I (DIS),PHYSICS 141D,-,7552
General Physics I (DIS),PHYSICS 141D,-,7553
General Physics I,PHYSICS 141L,-,7487
General Physics I,PHYSICS 141L,-,7488
General Physics I,PHYSICS 141L,-,7489
General Physics I,PHYSICS 141L,-,7490
General Physics I (Lab),PHYSICS 141L9,-,7516
General Physics I (Lab),PHYSICS 141L9,-,7517
General Physics I (Lab),PHYSICS 141L9,-,7518
General Physics I (Lab),PHYSICS 141L9,-,7519
General Physics I (Lab),PHYSICS 141L9,-,7520
General Physics I (Lab),PHYSICS 141L9,-,7521
General Physics I (Lab),PHYSICS 141L9,-,7522
General Physics II,PHYSICS 142L,-,7491
General Physics II (LAB),PHYSICS 142L9,-,7545
General Physics II (LAB),PHYSICS 142L9,-,7546
General Physics II (LAB),PHYSICS 142L9,-,7547
General Physics II (Discussion),PHYSICS 142L9D,-,7508
General Physics II (Discussion),PHYSICS 142L9D,-,7509
General Physics II (Discussion),PHYSICS 142L9D,-,7510
General Physics II (Discussion),PHYSICS 142L9D,-,7511
General Physics II (Discussion),PHYSICS 142L9D,-,7512
General Physics II (Discussion),PHYSICS 142L9D,-,7513
"Introductory Electricity, Magnetism, and Optics",PHYSICS 152L,-,7514
"Introductory Electricity, Magnetism, and Optics",PHYSICS 152L,-,7515
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7523
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7524
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7525
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7526
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7527
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7528
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7529
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7530
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7531
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7532
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,7533
"Introductory Electricity, Magnetism, and Optics (Lab Component)",PHYSICS 152L9,-,10746
"Introductory Electricity, Magnetism, and Optics (Discussion Component)",PHYSICS 152L9D,-,7535
"Introductory Electricity, Magnetism, and Optics (Discussion Component)",PHYSICS 152L9D,-,7536
